Year,Month,Country,Energy_Source,Production (TWh),Consumption (TWh),CO2_Emissions (Million Tonnes),Renewable_Share (%),Fossil_Fuel_Share (%),Nuclear_Share (%)
2021,May,USA,Oil,416,456.1237043,3818,5.88,42.65,51.47
2021,May,USA,Gas,2203,2259.410223,3112,5.78,65.86,28.36
2021,May,China,Solar,3072,3297.491931,170,40.18,5.79,54.03
2021,May,China,Wind,4163,3916.763935,295,64.26,15.53,20.21
2021,May,China,Coal,3026,3014.007063,852,5.66,85.01,9.34
2021,May,China,Hydro,2655,2869.764443,115,51.72,13.79,34.49
2021,May,China,Nuclear,1145,1172.193059,282,4.64,8.69,86.67
2021,May,China,Oil,2047,1979.615549,4969,4.87,86.09,9.04
2021,May,China,Gas,4031,4065.618586,5882,4.57,38.97,56.47
2021,May,Germany,Solar,650,665.9840257,242,16.81,9.54,73.66
2021,May,Germany,Wind,1594,1487.063659,395,60.45,19,20.54
2021,May,Germany,Coal,1259,1238.584969,4937,3.82,31.69,64.49
2021,May,Germany,Hydro,2935,2852.089632,201,43.08,6.64,50.28
2021,May,Germany,Nuclear,4760,4575.733104,469,6.48,8.68,84.84
2021,May,Germany,Oil,1014,1109.892795,3775,6.14,83.55,10.31
2021,May,Germany,Gas,382,382.6996686,1416,2.48,89.28,8.24
2021,May,India,Solar,3220,3241.450585,148,49.51,8.18,42.31
2021,May,India,Wind,1063,965.5356237,360,20.23,5.29,74.47
2021,May,India,Coal,1915,1763.192866,5891,3.42,50.31,46.27
2021,May,India,Hydro,1288,1416.278993,40,58.65,7.2,34.15
2021,May,India,Nuclear,1268,1306.068713,265,6.16,5.67,88.16
2021,May,India,Oil,4035,3929.0612,7866,1.34,36.95,61.71
2021,May,India,Gas,4428,4823.99864,4393,5.2,32.23,62.57
2021,May,Brazil,Solar,1613,1741.243929,136,49.8,10.12,40.08
2021,May,Brazil,Wind,125,132.8427568,459,18.06,17.08,64.86
2021,May,Brazil,Coal,3279,3048.061629,1208,9.52,32.99,57.49
2021,May,Brazil,Hydro,2825,3087.68466,432,46.93,5.25,47.81
2021,May,Brazil,Nuclear,80,80.04208185,386,0.14,13.5,86.36
2021,May,Brazil,Oil,2836,2580.483564,4296,8.23,30.8,60.98
2021,May,Brazil,Gas,990,1069.831757,5239,4.99,34.33,60.68
2021,May,UK,Solar,2083,1927.017504,130,54.73,12.28,32.99
2021,May,UK,Wind,2834,2854.702715,270,61.71,14.2,24.1
2021,May,UK,Coal,970,889.2554487,1414,5.18,34.37,60.44
2021,May,UK,Hydro,1278,1158.211186,447,58.16,19.68,22.16
2021,May,UK,Nuclear,1488,1400.664639,113,7.53,6.99,85.48
2021,May,UK,Oil,2019,2087.349528,6259,0.89,55.08,44.03
2021,May,UK,Gas,600,655.5712957,6499,0.91,45.76,53.33
2021,May,Russia,Solar,2912,2881.425683,497,51.8,6.52,41.68
2021,May,Russia,Wind,2797,2716.484047,24,20.19,14.59,65.22
2021,May,Russia,Coal,4359,4202.125454,3501,8.74,37.61,53.66
2021,May,Russia,Hydro,4661,4748.230852,69,23.79,11.77,64.44
2021,May,Russia,Nuclear,3784,4051.283455,88,5.06,17.22,77.72
2021,May,Russia,Oil,450,447.7089915,3150,9.5,62.14,28.36
2021,May,Russia,Gas,2885,2933.696447,7960,4.93,58.31,36.76
2021,May,Japan,Solar,1823,1660.910868,497,31.23,10,58.77
2021,May,Japan,Wind,2023,2052.443757,228,64.04,14.07,21.89
2021,May,Japan,Coal,2643,2555.276477,7975,9.78,76.39,13.83
2021,May,Japan,Hydro,908,958.5625987,454,34.94,9.61,55.45
2021,May,Japan,Nuclear,4737,4916.610996,236,5.44,13.28,81.28
2021,May,Japan,Oil,4669,4480.832855,2168,9.66,52.64,37.7
2021,May,Japan,Gas,1858,1740.736117,7401,4.58,75.57,19.85
2021,May,France,Solar,1139,1042.554583,446,6.37,11.28,82.34
2021,May,France,Wind,4248,4110.987519,266,66.44,18.76,14.8
2021,May,France,Coal,3040,2767.785695,7293,8.18,71,20.82
2021,May,France,Hydro,3832,3718.978411,131,32.88,7.83,59.29
2021,May,France,Nuclear,2715,2588.767177,407,4.93,6.23,88.84
2021,May,France,Oil,545,503.9823027,5922,9.76,52.58,37.66
2021,May,France,Gas,387,358.1472062,3208,7.02,69.53,23.44
2021,May,Canada,Solar,4465,4052.477916,191,48.68,5.78,45.54
2021,May,Canada,Wind,2150,1982.331717,244,69.96,17.03,13
2021,May,Canada,Coal,3617,3691.399072,5185,3,39.08,57.92
2021,May,Canada,Hydro,4560,4712.272722,174,54.16,13.09,32.74
2021,May,Canada,Nuclear,3485,3149.066219,280,6.38,15.49,78.13
2021,May,Canada,Oil,3287,3377.328391,5821,5.33,58.28,36.39
2021,May,Canada,Gas,172,180.2690134,1262,7.83,40.09,52.08
2021,May,South Korea,Solar,611,553.2569027,211,45.63,19.19,35.18
2021,May,South Korea,Wind,1776,1837.323271,332,8.27,5.94,85.79
2021,May,South Korea,Coal,124,112.4052751,120,7.46,89.74,2.81
2021,May,South Korea,Hydro,4705,5021.250246,197,65.01,5.24,29.76
2021,May,South Korea,Nuclear,1224,1192.740778,269,0.62,11.75,87.63
2021,May,South Korea,Oil,4516,4576.079207,4856,1.42,33.17,65.41
2021,May,South Korea,Gas,292,279.1134259,2996,8.36,60.72,30.92
2021,May,Australia,Solar,2815,2849.677708,109,42.16,9.97,47.87
2021,May,Australia,Wind,1472,1499.525345,346,37.44,6.65,55.91
2021,May,Australia,Coal,4799,4340.198146,5172,0.16,51.61,48.24
2021,May,Australia,Hydro,3383,3218.471204,353,50.33,14.64,35.02
2021,May,Australia,Nuclear,1363,1499.258904,472,6.92,7.34,85.74
2021,May,Australia,Oil,370,401.1264821,5039,2.09,34.35,63.56
2021,May,Australia,Gas,2477,2229.928205,2104,9.2,69.02,21.78
2021,June,USA,Solar,4820,5077.657127,51,21.81,10.06,68.14
2021,June,USA,Wind,2563,2711.113271,145,37.27,6.85,55.88
2021,June,USA,Coal,1042,1105.180735,4481,5.2,63.94,30.85
2021,June,USA,Hydro,1355,1260.53223,235,28.5,11.1,60.4
2021,June,USA,Nuclear,2573,2340.001921,62,1.21,19.79,79
2021,June,USA,Oil,2051,1991.492779,6652,5.79,84.68,9.53
2021,June,USA,Gas,4980,4981.158081,2514,3.79,80.59,15.62
2021,June,China,Solar,1313,1274.700892,369,61.34,18.41,20.25
2021,June,China,Wind,1774,1673.063962,299,40.37,16.11,43.52
2021,June,China,Coal,1188,1213.35577,5011,1.88,30.63,67.49
2021,June,China,Hydro,3160,2953.953716,345,26.3,6.73,66.96
2021,June,China,Nuclear,4469,4513.579992,264,9.18,15.1,75.73
2021,June,China,Oil,4897,4525.299897,6017,5.2,41.43,53.37
2021,June,China,Gas,4915,4473.488915,3945,0.97,48.18,50.84
2021,June,Germany,Solar,3342,3636.684129,267,65.34,5.98,28.67
2021,June,Germany,Wind,274,292.3876043,245,47.43,8.83,43.74
2021,June,Germany,Coal,1938,2071.210573,1359,5.41,78.23,16.36
2021,June,Germany,Hydro,3601,3789.827446,244,29.96,11.67,58.38
2021,June,Germany,Nuclear,1873,2010.749093,391,5.35,6.28,88.37
2021,June,Germany,Oil,4282,3976.081619,7686,9.64,73.07,17.28
2021,June,Germany,Gas,3717,3864.444448,7590,3.5,35,61.5
2021,June,India,Solar,201,195.8434248,287,55.89,11.64,32.47
2021,June,India,Wind,4380,4494.920756,311,29.85,11.65,58.5
2021,June,India,Coal,1292,1166.291925,1669,5.26,78.53,16.21
2021,June,India,Hydro,3282,3297.920799,317,52.35,9.75,37.91
2021,June,India,Nuclear,1874,2036.44324,486,5.62,9.72,84.66
2021,June,India,Oil,2875,2981.3785,4310,5.1,62.74,32.16
2021,June,India,Gas,4970,4896.739931,1515,1.93,87.04,11.02
2021,June,Brazil,Solar,2292,2375.70351,403,8.43,5.56,86.01
2021,June,Brazil,Wind,1519,1530.573159,48,32.4,6.42,61.19
2021,June,Brazil,Coal,873,815.0741067,4251,7.62,84.02,8.36
2021,June,Brazil,Hydro,829,787.1293623,342,48.68,14.53,36.79
2021,June,Brazil,Nuclear,2952,2903.415138,89,8.68,11.21,80.11
2021,June,Brazil,Oil,1810,1726.10663,291,0.07,61.09,38.83
2021,June,Brazil,Gas,4712,4971.982046,2721,9.68,62.43,27.88
2021,June,UK,Solar,2330,2525.549867,342,48.78,5.97,45.24
2021,June,UK,Wind,2761,2985.203731,139,35.54,11.83,52.63
2021,June,UK,Coal,4429,4695.451021,1778,1.64,60.22,38.13
2021,June,UK,Hydro,3397,3679.586214,366,26.99,19.03,53.97
2021,June,UK,Nuclear,4001,4143.006176,162,0.39,16.12,83.49
2021,June,UK,Oil,1104,1202.867524,6109,8.9,66.03,25.07
2021,June,UK,Gas,717,744.2705315,1494,2.47,57.58,39.96
2021,June,Russia,Solar,471,471.7870869,71,53.27,9.2,37.53
2021,June,Russia,Wind,647,593.7056063,474,52.27,14.51,33.22
2021,June,Russia,Coal,2434,2672.844884,3409,4.98,49.77,45.25
2021,June,Russia,Hydro,1581,1693.867631,378,40.67,16.94,42.39
2021,June,Russia,Nuclear,3235,3476.564643,154,6.6,12.84,80.56
2021,June,Russia,Oil,4311,4236.620504,3008,9.41,32.87,57.73
2021,June,Russia,Gas,3933,3701.126121,4698,3.96,41.95,54.09
2021,June,Japan,Solar,4059,4372.291573,105,64.5,16.43,19.07
2021,June,Japan,Wind,273,260.4102168,245,35.24,5.87,58.88
2021,June,Japan,Coal,2327,2367.372575,7516,1.57,86.85,11.58
2021,June,Japan,Hydro,3978,3793.649297,355,16.76,16.02,67.22
2021,June,Japan,Nuclear,443,476.8128919,341,0.76,14.27,84.98
2021,June,Japan,Oil,1989,2009.965607,6892,9.54,82.45,8.01
2021,June,Japan,Gas,1863,1684.53835,7646,6.57,41.89,51.54
2021,June,France,Solar,1366,1376.707745,340,45.45,11.46,43.08
2021,June,France,Wind,1708,1725.65661,43,8.22,6.42,85.36
2021,June,France,Coal,3111,2999.189878,3729,6.01,33.75,60.25
2021,June,France,Hydro,2798,2745.237792,431,49.54,19.73,30.73
2021,June,France,Nuclear,4273,4432.0335,282,9.48,12.3,78.22
2021,June,France,Oil,4657,4242.862133,3279,3.57,45.68,50.75
2021,June,France,Gas,2274,2395.136562,2106,2.2,56.95,40.86
2021,June,Canada,Solar,887,970.1907361,199,47.25,16.31,36.45
2021,June,Canada,Wind,3865,3895.981316,213,13.25,13.89,72.87
2021,June,Canada,Coal,2691,2615.538662,3491,0.1,41.69,58.21
2021,June,Canada,Hydro,2789,2724.077123,304,15.64,9.15,75.21
2021,June,Canada,Nuclear,1822,1748.728689,375,2.38,10.83,86.79
2021,June,Canada,Oil,2886,2672.802165,4731,4.11,38.71,57.17
2021,June,Canada,Gas,283,298.8746664,6337,6.08,89,4.92
2021,June,South Korea,Solar,3913,3529.501923,21,47.8,9.3,42.9
2021,June,South Korea,Wind,3341,3618.39576,32,27.68,18.85,53.48
2021,June,South Korea,Coal,4489,4742.941489,1519,0.3,35.45,64.24
2021,June,South Korea,Hydro,3006,3154.638366,368,68.75,7.34,23.92
2021,June,South Korea,Nuclear,1944,1993.499736,38,7.93,7.8,84.27
2021,June,South Korea,Oil,3714,3884.673536,5855,8.35,51.92,39.73
2021,June,South Korea,Gas,3418,3692.555108,7227,3.26,43.23,53.51
2021,June,Australia,Solar,4138,3931.396885,335,37.48,5.92,56.6
2021,June,Australia,Wind,3827,3908.877223,195,68.09,13.38,18.53
2021,June,Australia,Coal,1646,1569.822769,2602,9.79,71.78,18.43
2021,June,Australia,Hydro,242,242.1347186,27,53.33,16.25,30.41
2021,June,Australia,Nuclear,2966,3016.810152,61,2.59,5.39,92.02
2021,June,Australia,Oil,848,825.3221711,5658,0.02,46.99,52.99
2021,June,Australia,Gas,4966,5059.011775,1632,1.84,64.62,33.55
2021,July,USA,Solar,4022,3772.581917,15,50.31,13.4,36.29
2021,July,USA,Wind,4136,4070.030471,448,40.73,11.79,47.48
2021,July,USA,Coal,1129,1215.088072,248,9.75,79.54,10.72
2021,July,USA,Hydro,4777,4557.911116,229,65.16,12.55,22.29
2021,July,USA,Nuclear,2372,2581.640011,88,8.74,12.53,78.73
2021,July,USA,Oil,2655,2569.87678,2288,0.49,41.46,58.04
2021,July,USA,Gas,4522,4480.360369,7419,6.95,66.97,26.07
2021,July,China,Solar,3490,3663.801314,57,64.09,5.44,30.47
2021,July,China,Wind,4622,4993.525208,305,39.68,13.95,46.38
2021,July,China,Coal,1925,1814.226843,3868,5.23,37,57.76
2021,July,China,Hydro,2460,2616.747869,365,65.88,9.63,24.5
2021,July,China,Nuclear,72,66.04918035,258,2.48,5.55,91.98
2021,July,China,Oil,2487,2502.133007,5068,2,52.28,45.73
2021,July,China,Gas,4089,4273.387868,6419,5.25,69.11,25.64
2021,July,Germany,Solar,4884,4923.879876,325,68.22,9.29,22.49
2021,July,Germany,Wind,4055,4211.424405,179,53.31,11.57,35.11
2021,July,Germany,Coal,1637,1653.149452,5360,5.25,68.36,26.39
2021,July,Germany,Hydro,762,824.0064664,320,21.63,11.11,67.26
2021,July,Germany,Nuclear,2483,2610.306417,268,6.02,15.46,78.52
2021,July,Germany,Oil,1129,1076.539533,5840,8.99,83.78,7.24
2021,July,Germany,Gas,1635,1612.417817,5106,8.65,49.24,42.11
2021,July,India,Solar,649,639.7736809,93,32.17,8.77,59.06
2021,July,India,Wind,2703,2505.66937,404,41.38,10.39,48.23
2021,July,India,Coal,2564,2485.397381,7415,7.96,48.35,43.69
2021,July,India,Hydro,839,821.3056795,138,13.47,10.18,76.34
2021,July,India,Nuclear,3413,3239.857314,33,8.31,13.57,78.12
2021,July,India,Oil,1281,1315.275278,2811,8.74,32.61,58.65
2021,July,India,Gas,471,485.6420692,3668,7.52,31.06,61.42
2021,July,Brazil,Solar,1614,1676.665698,195,31.06,9.46,59.48
2021,July,Brazil,Wind,1358,1369.810371,147,56.36,8.27,35.37
2021,July,Brazil,Coal,3983,3810.837359,4621,7.41,69.71,22.88
2021,July,Brazil,Hydro,105,107.3109103,115,24.16,13.57,62.28
2021,July,Brazil,Nuclear,792,713.4199943,100,3.03,11.89,85.08
2021,July,Brazil,Oil,3682,3901.803796,4535,5.45,69.69,24.86
2021,July,Brazil,Gas,4313,4174.32613,5100,2.32,72.53,25.15
2021,July,UK,Solar,2813,2605.091963,176,31.98,6.34,61.68
2021,July,UK,Wind,4783,4537.764655,473,23.93,16.58,59.49
2021,July,UK,Coal,536,571.1167065,6408,0.35,64.5,35.14
2021,July,UK,Hydro,2311,2235.827366,454,40.73,17.87,41.4
2021,July,UK,Nuclear,288,285.6748467,91,0.11,11.25,88.64
2021,July,UK,Oil,1577,1470.07449,2791,7.09,40.67,52.24
2021,July,UK,Gas,2862,2712.10266,6949,1.43,75.86,22.72
2021,July,Russia,Solar,1274,1291.883703,496,36.01,19.92,44.07
2021,July,Russia,Wind,4742,4679.299425,120,69.53,11.12,19.35
2021,July,Russia,Coal,1579,1597.278246,6796,5.87,40.45,53.67
2021,July,Russia,Hydro,4381,4336.824934,114,16.54,18.73,64.73
2021,July,Russia,Nuclear,2157,1968.559424,234,1.6,7.46,90.94
2021,July,Russia,Oil,4314,4351.989054,1565,9.75,43.94,46.31
2021,July,Russia,Gas,1593,1538.282071,7827,5.11,78.4,16.49
2021,July,Japan,Solar,3329,3105.777831,473,57.44,7.35,35.21
2021,July,Japan,Wind,1174,1163.062131,347,43.23,7.07,49.7
2021,July,Japan,Coal,3928,3969.103768,1906,3.16,73.75,23.09
2021,July,Japan,Hydro,3259,3440.42151,43,57.33,17.76,24.91
2021,July,Japan,Nuclear,2451,2407.025532,275,3.04,10.98,85.99
2021,July,Japan,Oil,4737,4509.42923,639,9.62,48.77,41.61
2021,July,Japan,Gas,4764,4428.671339,4037,0.57,36.63,62.8
2021,July,France,Solar,1883,1832.244837,326,33.16,17,49.84
2021,July,France,Wind,4667,4969.671738,214,25.57,16.61,57.82
2021,July,France,Coal,1986,2052.14406,4755,4.77,37.85,57.38
2021,July,France,Hydro,3253,3276.077156,387,60.87,15.65,23.49
2021,July,France,Nuclear,3581,3595.555781,52,7.7,16.22,76.08
2021,July,France,Oil,1827,1940.677609,7973,5.18,37.47,57.36
2021,July,France,Gas,1830,1753.112463,3477,0.89,60.69,38.42
2021,July,Canada,Solar,3451,3729.919248,123,30.37,6.59,63.04
2021,July,Canada,Wind,1212,1129.43732,285,43.06,13.87,43.07
2021,July,Canada,Coal,2939,3083.152946,2049,9.09,41.62,49.29
2021,July,Canada,Hydro,1627,1565.130282,454,43.94,6.08,49.99
2021,July,Canada,Nuclear,1953,1908.510343,284,7.81,5.29,86.9
2021,July,Canada,Oil,1916,2006.235318,7420,9.1,68.03,22.87
2021,July,Canada,Gas,4713,5098.528668,4726,8.15,44.04,47.82
2021,July,South Korea,Solar,2120,2211.217993,226,16.68,13.67,69.65
2021,July,South Korea,Wind,717,683.1540895,178,10.39,14.3,75.31
2021,July,South Korea,Coal,2579,2762.586213,4492,4.78,40.84,54.38
2021,July,South Korea,Hydro,3047,3210.784892,165,6.94,5.15,87.92
2021,July,South Korea,Nuclear,379,365.4838267,364,8.54,5.07,86.38
2021,July,South Korea,Oil,2367,2228.233146,7824,8.42,58.97,32.61
2021,July,South Korea,Gas,1404,1392.93158,6182,4.77,80.09,15.14
2021,July,Australia,Solar,1343,1340.780811,319,12.26,6.73,81.01
2021,July,Australia,Wind,4331,4175.135594,423,36.3,15.21,48.49
2021,July,Australia,Coal,2809,2549.327336,322,7.63,75.92,16.46
2021,July,Australia,Hydro,4999,4730.033115,410,57.08,10.66,32.27
2021,July,Australia,Nuclear,1935,1902.519349,174,0.58,18.91,80.51
2021,July,Australia,Oil,1126,1079.128488,4910,7.55,70.34,22.11
2021,July,Australia,Gas,2781,2845.156469,5266,8.12,81.96,9.92
2021,August,USA,Solar,2310,2471.936383,333,40.71,14.84,44.44
2021,August,USA,Wind,3637,3745.494594,86,51.93,17.93,30.14
2021,August,USA,Coal,155,142.3991238,7743,1.59,33.21,65.2
2021,August,USA,Hydro,3198,2909.763981,37,54.81,12.47,32.72
2021,August,USA,Nuclear,1031,990.92472,210,8.67,15.1,76.23
2021,August,USA,Oil,2449,2346.32235,2299,1.37,43.72,54.91
2021,August,USA,Gas,4908,5372.656621,755,7.53,58.43,34.05
2021,August,China,Solar,2361,2168.865199,134,58.26,10.4,31.34
2021,August,China,Wind,2274,2366.155931,58,39.54,11,49.47
2021,August,China,Coal,3052,3316.350599,5045,2.98,37.59,59.43
2021,August,China,Hydro,1791,1935.293458,310,47.93,12.06,40.01
2021,August,China,Nuclear,4133,3782.216059,73,0.61,11.2,88.19
2021,August,China,Oil,989,976.3500915,6978,3.79,51.21,45
2021,August,China,Gas,1386,1433.756751,761,5.37,86.09,8.54
2021,August,Germany,Solar,3464,3725.467809,70,35.6,7.36,57.04
2021,August,Germany,Wind,4126,4494.784273,280,27.67,15.41,56.92
2021,August,Germany,Coal,4455,4836.800407,1845,4.04,57.34,38.62
2021,August,Germany,Hydro,59,57.17831799,120,20.36,14.92,64.72
2021,August,Germany,Nuclear,1698,1653.411513,92,3.51,10.65,85.84
2021,August,Germany,Oil,1556,1660.528473,7130,2.41,42.49,55.09
2021,August,Germany,Gas,1716,1549.718997,4236,2.8,41.49,55.71
2021,August,India,Solar,2376,2148.406659,409,20.69,6.18,73.13
2021,August,India,Wind,3671,3847.221069,411,67.37,16.89,15.74
2021,August,India,Coal,670,613.2245289,7567,9.84,53.01,37.15
2021,August,India,Hydro,3541,3193.571142,114,23.48,13.79,62.73
2021,August,India,Nuclear,3098,3069.631254,468,8.36,8.97,82.66
2021,August,India,Oil,4374,4691.520948,6780,7.84,53.69,38.47
2021,August,India,Gas,4271,4640.673227,7778,3.83,73.77,22.4
2021,August,Brazil,Solar,4834,5119.484292,218,36.66,18.17,45.17
2021,August,Brazil,Wind,4534,4355.069508,156,36.45,12.36,51.2
2021,August,Brazil,Coal,338,334.966398,356,4.04,57.61,38.35
2021,August,Brazil,Hydro,3040,3147.673021,279,46.2,11.75,42.05
2021,August,Brazil,Nuclear,3520,3192.145723,427,2.42,18.87,78.71
2021,August,Brazil,Oil,546,492.8643124,3706,6.23,34.47,59.3
2021,August,Brazil,Gas,4507,4782.475312,423,5.74,68.24,26.02
2021,August,UK,Solar,2443,2559.431186,224,21.76,11.1,67.14
2021,August,UK,Wind,830,827.3746267,389,7.14,13.85,79.01
2021,August,UK,Coal,60,61.42302179,1138,0.38,89.68,9.94
2021,August,UK,Hydro,4730,5130.369665,37,34.4,5.65,59.95
2021,August,UK,Nuclear,1839,1963.446198,440,2.37,18.35,79.29
2021,August,UK,Oil,3225,3109.894482,1073,9.59,66.8,23.61
2021,August,UK,Gas,1349,1298.477553,1258,0.28,44.68,55.03
2021,August,Russia,Solar,3617,3956.593959,165,51.82,18.77,29.4
2021,August,Russia,Wind,4444,4169.607327,317,56.2,9.67,34.14
2021,August,Russia,Coal,1824,1665.614727,5069,7.01,36.8,56.19
2021,August,Russia,Hydro,158,146.0704128,309,55.98,13.76,30.26
2021,August,Russia,Nuclear,1295,1363.803955,287,2.78,9.87,87.35
2021,August,Russia,Oil,2972,3121.98803,2901,4.61,70.28,25.11
2021,August,Russia,Gas,1307,1416.202109,464,6.26,70.14,23.59
2021,August,Japan,Solar,4843,5274.779115,490,35.66,13.57,50.77
2021,August,Japan,Wind,3923,4263.197181,172,45.7,18.37,35.94
2021,August,Japan,Coal,4655,4601.970218,452,3.06,69.34,27.6
2021,August,Japan,Hydro,4557,4978.399749,127,58.33,13.76,27.9
2021,August,Japan,Nuclear,156,150.3357014,399,3.14,13.71,83.14
2021,August,Japan,Oil,915,836.3285709,5429,6.29,71.96,21.75
2021,August,Japan,Gas,2065,1879.961999,3867,1.32,75.37,23.31
2021,August,France,Solar,1929,2085.234293,308,62.64,10.68,26.68
2021,August,France,Wind,1804,1752.185692,289,35.94,19.88,44.18
2021,August,France,Coal,2473,2451.286826,6599,5.01,44.02,50.97
2021,August,France,Hydro,3102,3275.764128,358,36.56,12.17,51.27
2021,August,France,Nuclear,3232,3022.426659,98,5.02,14.08,80.9
2021,August,France,Oil,2636,2628.832735,1817,7.58,78.59,13.84
2021,August,France,Gas,3624,3452.248621,6920,7.66,85.95,6.39
2021,August,Canada,Solar,4713,4841.136645,368,38.7,6.69,54.61
2021,August,Canada,Wind,3290,3154.023396,270,21.43,11.1,67.47
2021,August,Canada,Coal,4432,4361.383445,4938,4.56,40.25,55.19
2021,August,Canada,Hydro,345,369.4438062,178,44.76,13.49,41.76
2021,August,Canada,Nuclear,2341,2112.20592,56,9.46,8.67,81.87
2021,August,Canada,Oil,956,963.7928344,7869,8.95,88.32,2.73
2021,August,Canada,Gas,1119,1083.902309,7822,0.09,56.54,43.36
2021,August,South Korea,Solar,4269,4085.166411,196,27.01,12.1,60.89
2021,August,South Korea,Wind,2983,3203.026734,451,53.99,19.52,26.49
2021,August,South Korea,Coal,1791,1936.279522,5930,6,71.72,22.28
2021,August,South Korea,Hydro,2831,2926.431139,456,39.8,7.54,52.66
2021,August,South Korea,Nuclear,4661,4990.435503,266,8.33,18.94,72.73
2021,August,South Korea,Oil,4540,4377.161781,1697,2.54,88.93,8.53
2021,August,South Korea,Gas,4875,5089.863882,4336,7.86,49.55,42.6
2021,August,Australia,Solar,4530,4683.977863,214,26.24,16.17,57.59
2021,August,Australia,Wind,4950,4644.574719,379,34.12,11.68,54.2
2021,August,Australia,Coal,4011,3867.175299,4999,1.23,38.85,59.92
2021,August,Australia,Hydro,3035,2992.616776,346,24.59,6.42,68.99
2021,August,Australia,Nuclear,306,336.1469804,298,5.7,5.8,88.49
2021,August,Australia,Oil,1490,1498.193791,1932,5.04,62.69,32.27
2021,August,Australia,Gas,3449,3759.292186,4251,8.42,73.34,18.23
2021,September,USA,Solar,2097,2116.882247,458,37.03,7.41,55.56
2021,September,USA,Wind,3764,3506.934032,325,27.69,19.49,52.82
2021,September,USA,Coal,3962,3668.04845,6175,2.93,52.41,44.66
2021,September,USA,Hydro,1634,1483.863411,413,21.68,15.71,62.61
2021,September,USA,Nuclear,1026,929.8050226,55,4.42,16.56,79.02
2021,September,USA,Oil,296,266.7195937,891,9.89,32.36,57.75
2021,September,USA,Gas,4883,4827.075907,3259,8.68,43.95,47.37
2021,September,China,Solar,4746,4653.615511,280,9.42,7.91,82.67
2021,September,China,Wind,2158,2260.785866,228,11.36,13.64,75
2021,September,China,Coal,4382,3993.094603,4000,3.52,44.04,52.43
2021,September,China,Hydro,4792,5196.432797,317,47.53,13,39.47
2021,September,China,Nuclear,4257,4264.732269,447,6.94,12.34,80.72
2021,September,China,Oil,4638,4293.104508,3910,4.55,58.25,37.2
2021,September,China,Gas,1628,1718.299467,6014,3.29,32.53,64.17
2021,September,Germany,Solar,4789,4465.427122,478,15.95,16.41,67.64
2021,September,Germany,Wind,4267,3990.568919,163,17.81,18.13,64.06
2021,September,Germany,Coal,4649,4434.806064,3599,5.41,80.98,13.62
2021,September,Germany,Hydro,1239,1153.297757,146,42.64,7.84,49.52
2021,September,Germany,Nuclear,961,998.3007025,115,6.33,6.49,87.17
2021,September,Germany,Oil,1243,1192.866763,2484,0.79,61.64,37.57
2021,September,Germany,Gas,4798,4883.222335,1004,6.84,60.11,33.05
2021,September,India,Solar,2670,2702.654213,187,45.23,9.24,45.53
2021,September,India,Wind,1535,1681.092355,426,27.66,15.83,56.51
2021,September,India,Coal,4142,3879.537637,3665,5.37,46.69,47.94
2021,September,India,Hydro,2716,2885.811186,346,63.18,15.29,21.53
2021,September,India,Nuclear,3938,3781.576178,346,6.91,13.59,79.51
2021,September,India,Oil,1014,1031.253781,7326,6.7,88.24,5.06
2021,September,India,Gas,3304,3020.6359,3082,4.24,56.8,38.96
2021,September,Brazil,Solar,3069,3078.903543,476,36.54,13.15,50.31
2021,September,Brazil,Wind,4069,3905.314863,122,10.58,15.71,73.7
2021,September,Brazil,Coal,2329,2302.848121,3239,3.9,54.95,41.15
2021,September,Brazil,Hydro,1124,1136.206799,88,11.54,9.64,78.82
2021,September,Brazil,Nuclear,1051,1085.847881,283,2.16,7.75,90.09
2021,September,Brazil,Oil,2283,2150.755892,2639,8.43,61.23,30.34
2021,September,Brazil,Gas,2382,2146.393383,5319,1.27,68.36,30.37
2021,September,UK,Solar,4533,4488.310112,228,67.12,16.58,16.3
2021,September,UK,Wind,1544,1561.732761,160,15.93,17.5,66.56
2021,September,UK,Coal,1808,1821.165995,4236,4.59,70.62,24.79
2021,September,UK,Hydro,3388,3639.615642,256,44.5,11.07,44.42
2021,September,UK,Nuclear,3182,3067.757862,183,4.79,10.51,84.7
2021,September,UK,Oil,4289,4338.262836,5193,8.37,69.05,22.59
2021,September,UK,Gas,2967,3084.596369,3844,8.18,32.3,59.52
2021,September,Russia,Solar,4225,3819.43887,121,30.89,12.46,56.66
2021,September,Russia,Wind,521,470.2301574,488,5.52,6.43,88.05
2021,September,Russia,Coal,4709,4368.299674,3583,0.81,72.99,26.2
2021,September,Russia,Hydro,1982,2052.820861,490,57.85,19.37,22.78
2021,September,Russia,Nuclear,3448,3178.611831,479,6.93,7.55,85.51
2021,September,Russia,Oil,4035,3803.170662,6552,0.73,81.02,18.26
2021,September,Russia,Gas,2553,2504.42146,4327,8.33,37.51,54.17
2021,September,Japan,Solar,1555,1469.54961,394,31.97,9.9,58.12
2021,September,Japan,Wind,1234,1340.234715,285,19.58,12.41,68.01
2021,September,Japan,Coal,3369,3108.143818,5306,4.88,50.26,44.85
2021,September,Japan,Hydro,4157,4363.487197,338,8.66,10.54,80.79
2021,September,Japan,Nuclear,740,807.9486192,251,3.55,14.19,82.26
